date,data_source,cpi,Alimentos y Bebidas No Alcohólicas,Bebidas Alcohólicas y Tabaco,Bienes y Servicios Diversos,"Muebles, Bienes y Servicios Domésticos",Prendas de Vestir y Calzado
2025-01-20,2025_01.csv,111.16338931509866,110.50558302313924,106.84004311549806,113.85396903174127,109.0878785112396,113.00333795833694
2025-01-21,2025_01.csv,111.16338931509866,110.50558302313924,106.84004311549806,113.85396903174127,109.0878785112396,113.00333795833694
2025-01-22,2025_01.csv,111.25630686712009,110.67648080861147,106.80943705852512,113.84966155969767,109.0878785112396,113.00333795833694
2025-01-23,2025_01.csv,111.2669263450762,110.69530409432807,106.82350164999322,113.84966155969767,109.0878785112396,113.00333795833694
2025-01-24,2025_01.csv,111.26896675820328,110.69900865814677,106.82350164999322,113.84966155969767,109.0878785112396,113.00333795833694
2025-01-25,2025_01.csv,111.31008471938605,110.75620166170019,107.25160729497432,113.86045160301732,109.09022801158612,113.00333795833694
2025-01-26,2025_01.csv,111.34867404523995,110.81771413317871,107.51452331882999,113.86045160301732,109.09022801158612,113.00333795833694
2025-01-27,2025_01.csv,111.36789490676583,110.85138306845803,107.55229552122518,113.86045160301732,109.09022801158612,113.00333795833694
2025-01-28,2025_01.csv,111.36789490676583,110.85138306845803,107.55229552122518,113.86045160301732,109.09022801158612,113.00333795833694
2025-01-29,2025_01.csv,111.41406712025798,110.91987939981671,107.60278426011575,113.88358093599491,109.122444058971,113.00333795833694
2025-01-30,2025_01.csv,111.4731516868406,111.02610707302773,107.63494780456287,113.88358093599491,109.122444058971,113.00333795833694
2025-01-31,2025_01.csv,111.36801293756383,110.8128745592831,107.66038133856948,113.87391314253563,109.2302097498681,113.00333795833694
2025-02-01,2025_02.csv,111.47759750243345,110.99444396131626,107.59805800887665,113.91177005680947,109.26962528940574,113.00333795833694
2025-02-02,2025_02.csv,111.64787774628957,111.08844022778364,107.60526708309692,114.64422863703909,109.31665212229986,113.00333795833694
2025-02-03,2025_02.csv,111.68809408976128,111.09036370030141,107.60526708309692,114.81697950946463,109.41854532980338,113.00333795833694
2025-02-04,2025_02.csv,111.68809408976128,111.09036370030141,107.60526708309692,114.81697950946463,109.41854532980338,113.00333795833694
2025-02-05,2025_02.csv,111.71319522185188,111.09793532928569,107.60526708309692,114.95194087622018,109.4200867805093,113.00333795833694
2025-02-06,2025_02.csv,111.80538822095589,111.25022825382658,107.71077223807856,114.92493923981864,109.5055166039224,113.00333795833694
2025-02-07,2025_02.csv,111.83106533696966,111.27950058100495,107.72962928494312,114.96080231583841,109.53545856298801,113.00333795833694
2025-02-08,2025_02.csv,111.79626726102747,111.26936322075287,107.72962928494312,114.74598319118259,109.5661447288651,113.00333795833694
2025-02-09,2025_02.csv,111.88443367828064,111.42032547532028,107.78712163841398,114.73867169564251,109.60745821428084,113.00333795833694
2025-02-10,2025_02.csv,111.88197869877638,111.41332367538377,107.78712163841398,114.73867169564251,109.61878314244504,113.00333795833694
2025-02-11,2025_02.csv,111.89973859670646,111.40980080742848,107.97596109378162,114.82214989569306,109.64697943538411,113.00333795833694
2025-02-12,2025_02.csv,111.89980377765116,111.40980080742848,107.97960011629644,114.82214989569306,109.64697943538411,113.00333795833694
2025-02-13,2025_02.csv,111.95436321162501,111.45038332697726,107.98286887473212,114.8225524800264,109.90626002633881,113.00333795833694
2025-02-14,2025_02.csv,111.9879663821642,111.50227548543263,107.98286887473212,114.8629406533964,109.89668621907651,113.00333795833694
2025-02-15,2025_02.csv,111.98772244735028,111.51187117590493,107.98286887473212,114.83293683912075,109.88926597173972,113.00333795833694
2025-02-16,2025_02.csv,111.98833144049794,111.51187117590493,107.98286887473212,114.83293683912075,109.8941869969609,113.00333795833694
2025-02-17,2025_02.csv,112.00567252970325,111.5418486796009,107.98286887473212,114.83576219023143,109.89738519790791,113.00333795833694
2025-02-18,2025_02.csv,112.00757109507096,111.54529570534058,107.98286887473212,114.83576219023143,109.89738519790791,113.00333795833694
2025-02-19,2025_02.csv,112.07284638424927,111.6153002264604,108.39449201569839,114.96164619708948,109.89738519790791,113.00333795833694
2025-02-20,2025_02.csv,112.14950279874539,111.68530858740739,108.39449201569839,115.21729221416291,109.88777598212903,113.00333795833694
2025-02-21,2025_02.csv,112.0995282878178,111.58805518045767,108.39449201569839,115.24333205953019,109.8844583238501,113.00333795833694
2025-02-22,2025_02.csv,112.1219742525255,111.6005016436755,108.39449201569839,115.33600509611783,109.89536087733336,113.00333795833694
2025-02-23,2025_02.csv,112.13255607830442,111.61672575480017,108.38375469031666,115.33600509611783,109.91021441348803,113.00333795833694
2025-02-24,2025_02.csv,112.14127912041174,111.69021156709229,108.38375469031666,115.33600509611783,109.65364154804527,113.00333795833694
2025-02-25,2025_02.csv,112.14043250315882,111.68867445306287,108.38375469031666,115.33600509611783,109.65364154804527,113.00333795833694
2025-02-26,2025_02.csv,112.17001103979464,111.74192465710611,108.39188486630209,115.3366790601762,109.65364154804527,113.00333795833694
2025-02-27,2025_02.csv,112.20472198330991,111.80558122126773,108.37234171708849,115.3366790601762,109.65364154804527,113.00333795833694
2025-02-28,2025_02.csv,112.24501113435412,111.86927416199555,108.42227877082998,115.35088928501894,109.67085260229706,113.00333795833694
2025-03-01,2025_03.csv,112.28500459091453,111.9364930567526,108.44063429703543,115.3633150367098,109.67676838196168,113.00333795833694
2025-03-02,2025_03.csv,112.42899136828076,112.05355519710139,108.46114690864827,115.64919204011703,109.96129903660336,113.00333795833694
2025-03-03,2025_03.csv,112.43036546662496,112.05355519710139,108.46114690864827,115.65813368934224,109.96129903660336,113.00333795833694
2025-03-04,2025_03.csv,112.43036546662496,112.05355519710139,108.46114690864827,115.65813368934224,109.96129903660336,113.00333795833694
2025-03-05,2025_03.csv,112.43036546662496,112.05355519710139,108.46114690864827,115.65813368934224,109.96129903660336,113.00333795833694
2025-03-06,2025_03.csv,112.43036546662496,112.05355519710139,108.46114690864827,115.65813368934224,109.96129903660336,113.00333795833694
