date,month,data_source,cpi
2025-08-12,2025-08,2025_08.csv,134.780412
2025-08-13,2025-08,2025_08.csv,134.912629
2025-08-14,2025-08,2025_08.csv,134.675287
2025-08-15,2025-08,2025_08.csv,134.755259
2025-08-16,2025-08,2025_08.csv,134.902016
2025-08-17,2025-08,2025_08.csv,134.817507
2025-08-18,2025-08,2025_08.csv,134.811272
2025-08-19,2025-08,2025_08.csv,134.856104
2025-08-20,2025-08,2025_08.csv,134.967488
2025-08-21,2025-08,2025_08.csv,134.979804
2025-08-22,2025-08,2025_08.csv,135.032848
2025-08-23,2025-08,2025_08.csv,135.298099
2025-08-24,2025-08,2025_08.csv,135.298099
2025-08-25,2025-08,2025_08.csv,135.353853
2025-08-26,2025-08,2025_08.csv,135.348644
2025-08-27,2025-08,2025_08.csv,135.356806
2025-08-28,2025-08,2025_08.csv,135.428549
2025-08-29,2025-08,2025_08.csv,135.428312
2025-08-30,2025-08,2025_08.csv,135.669563
2025-08-31,2025-08,2025_08.csv,135.669563
2025-09-01,2025-09,2025_09.csv,135.585306
2025-09-02,2025-09,2025_09.csv,135.590931
2025-09-03,2025-09,2025_09.csv,135.642503
2025-09-04,2025-09,2025_09.csv,135.520539
2025-09-05,2025-09,2025_09.csv,135.476383
2025-09-06,2025-09,2025_09.csv,135.322846
2025-09-07,2025-09,2025_09.csv,135.429438
2025-09-08,2025-09,2025_09.csv,135.490586
2025-09-09,2025-09,2025_09.csv,135.414816
2025-09-10,2025-09,2025_09.csv,135.346892
2025-09-11,2025-09,2025_09.csv,134.747229
2025-09-12,2025-09,2025_09.csv,134.747229
2025-09-13,2025-09,2025_09.csv,134.742642
2025-09-14,2025-09,2025_09.csv,134.740678
2025-09-15,2025-09,2025_09.csv,134.73003
2025-09-16,2025-09,2025_09.csv,134.72226
2025-09-17,2025-09,2025_09.csv,134.779635
2025-09-18,2025-09,2025_09.csv,134.753208
2025-09-19,2025-09,2025_09.csv,134.608033
2025-09-20,2025-09,2025_09.csv,134.599609
2025-09-21,2025-09,2025_09.csv,134.568394
2025-09-22,2025-09,2025_09.csv,134.575222
2025-09-23,2025-09,2025_09.csv,134.564478
2025-09-24,2025-09,2025_09.csv,134.523944
2025-09-25,2025-09,2025_09.csv,134.545459
2025-09-26,2025-09,2025_09.csv,134.492215
2025-09-27,2025-09,2025_09.csv,134.506709
2025-09-28,2025-09,2025_09.csv,134.506709
2025-09-29,2025-09,2025_09.csv,134.565589
2025-09-30,2025-09,2025_09.csv,134.650221
2025-10-01,2025-10,2025_10.csv,134.529459
2025-10-02,2025-10,2025_10.csv,135.130131
2025-10-03,2025-10,2025_10.csv,135.064737
2025-10-04,2025-10,2025_10.csv,135.047257
2025-10-05,2025-10,2025_10.csv,135.055101
2025-10-06,2025-10,2025_10.csv,135.063053
2025-10-07,2025-10,2025_10.csv,135.067931
2025-10-08,2025-10,2025_10.csv,135.126187
2025-10-09,2025-10,2025_10.csv,135.135262
2025-10-10,2025-10,2025_10.csv,134.85494
2025-10-11,2025-10,2025_10.csv,134.513645
2025-10-12,2025-10,2025_10.csv,134.52097
2025-10-13,2025-10,2025_10.csv,134.427483
2025-10-14,2025-10,2025_10.csv,134.423402
