id_producto,producto,proveedor,categoria,Govt Cat.,,,,,,,,,,,,,,
7450148995231,Pan Molde con Chia Bread King de 500 gr,Bread King,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149093535,Galleta de Almendra Vikingo,Vikingo,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7453763666079,Pan Molde Blanco Grande Fidalga,Fidalga,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392496615583,Hamburguesa de Res Fridosa Express 6 u 330 g,Fridosa,Hamburguesas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392499761311,Gomitas Frutales Mogul 80 g,Mogul,Gomitas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503988383,Nectar Juguito de Manzana 150 ml,Pil,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504578207,Leche Chocolatada Chicolac 140 ml,Pil,Leche de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505954463,Leche Natural Pil 946 ml,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508838047,Pure de Papas Maggi 250 g,Maggi,Pure de Papas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392509657247,Mayonesa Hellmanns Clasica 250 g,Hellmann's,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392509821087,Salsa Barbacoa Hellmann's 400 g,Hellmann's,Salsa Barbacoa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510017695,Salsa De Tomate Pomarola Italiana 200 g,Carozzi,Salsa de Tomate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392511164575,Sopa Instantanea de Pollo y Verdura Ajinomen 80 g,Ajinomen,Sopa Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392511230111,Sopa Instantanea sabor Costilla de Res AjÃ­-No-Men 80 g,Ajinomen,Sopa Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392583123103,AtÃºn en Aceite de Oliva Van CampÂ´s 160 g,Van Camps,Atun en Aceite de Oliva,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392583221407,AtÃºn en Aceite de Oliva Van CampÂ´s 240 g,Van Camps,Atun en Aceite de Oliva,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392583581855,AtÃºn en Agua Van CampÂ´s 184 g,Van Camps,Atun en Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392583680159,AtÃºn en Agua Van CampÂ´s 240 g,Van Camps,Atun en Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392583778463,AtÃºn en Agua Van CampÂ´s 354 g,Van Camps,Atun en Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392586924191,Cerveza Huari Lata 354 ML,Huari,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392588234911,Choclo en Lata Gustoso de 2.9 kg,Gustoso,Choclo en lata,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392589512863,Mix de Chocolates Nestle Caja 200 g,Nestle,Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450141851807,Huevo Grande Colonia Pirai 12 Uni,Colonia Pirai,Huevo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392607502495,Margarina en Vaso Regia 210 G,Regia,Margarina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958466207,Bebida Isotonica sabor Frambuesa Activade 1 Lt,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10715386708127,Chorizo Ahumado Gutfleish,Gutfleish,Chorizo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10516854374559,Cerveza Budweiser 269 ML,Fidalga,,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10713719636127,Hamburguesa Fridosa,Fridosa,Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850069676191,Ambientador Sapolio Aroma Vainilla 360 Ml,Alicorp,Ambientador Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436957089951,Ketchup Tomato Heinz 397 G,Heinz,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959613087,Yogurt sabor Coco Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10869309669535,Papas Pringles Sabor Crema y Cebolla 137 Gr,Madisa,Papas Fritas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849807990943,Leche Pil Enriquecida 800 Ml,Pil,Leche Pil Enriquecida,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10871651270815,Hamburguesa Fridosita Express Bolsa 18 Unid,Fridosa,Fridosita Express,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510312607,Ketchup Hellmanns 250 G,Hellmann's,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10837630058655,Nugget Safari Pollo Fridosa 500 G,Fridosa,Nuggets De Pollo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944408735,Galleta de Chocolate Wafer Mabels,Mabels,Galleta de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967968927,Galleta Coco Wafer Mabel 110 G,Mabels,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392493142175,Aceite Fino 900 Ml,Fino,Aceite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392493404319,Agua con Gas Vital 2 L,Vital,Agua con Gas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392493568159,Aquarius de Pera 2 L,Aquarius,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392493699231,Aquarius de Pomelo 2 L,Aquarius,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392495108255,Pasta Dental Colgate Triple Accion 180 G,Colgate,Pasta de Dientes,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7392495206559,Azucar Impalpable El Reposterito 200 G,El Reposterito,Azucar Impalpable,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392495304863,Extrato De Tomate Norte 140 G,Norte,Extracto de tomate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392495829151,Cerveza Stella Artois 335 ML,Stella Artois,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392495927455,Cerveza Paceña Pilsener Huari 330 ML,PaceÃ±a,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392495960223,Cerveza Heineken 330 ML,Heineken,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392496025759,Cerveza Huari Miel 330 ML,Huari,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392496058527,Cerveza Paceña Pilsener 440 Ml,CBN,Cerveza Paceña,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392496189599,Cerveza Paceña Pilsener 330 ML,Paceña,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392496484511,Milanesa de Res Sofia 500 G,Sofia,Milanesa de Res,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392496582815,Hamburguesa de Res Express Sofia 12 U,Sofia,Hamburguesas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392496681119,Nuggets Patitas Sofia 350 G,Sofia,Nuggets,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392496910495,Pan Molde Jenecheru Blanco 700 G,JenecherÃº,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392496976031,Pan Molde Integal Jenecheru 700 G,JenecherÃº,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392497139871,Gelatina Cereza Yeli 110 G,Yeli,Postres,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392497434783,Gelatina de Naranja Yeli 110 G,Yeli,Postres,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392498581663,Mentitas Ambrosoli 21 G,Ambrosoli,Mentitas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392500318367,Pate Higado de Pollo Sofia 100 G,Sofia,Pate de Higado,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392500514975,Galletas Wafs Frutilla 110 G,La Suprema,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392500646047,Galleta de Frutilla Wafer Mabels 100 G,Nestlé,Galleta Mabels,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392501858463,Galleta Serranitas Arcor 115 G,Arcor,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392501923999,Gaseosa Papaya Fanta 2 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392501956767,Gaseosa Pepsi 2 L,Pepsi,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392501989535,Gaseosa Coca - Cola Original 2 Lt,Embol,Gaseosa Coca - Cola 2 Lt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502022303,Gaseosa Antarctica Guarana 2 L,Antartica,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502087839,Gaseosa Antarctica Guarana 500 Ml,Antartica,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502186143,Aquarius Pera 3 Lt,Aquarius,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502382751,Gaseosa Coca - Cola Original 3 Lt,Embol,Gaseosa Coca - Cola 3 Lt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502448287,Gaseosa Coca-Cola Sin Azucar 3 L,Coca Cola,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502644895,Gaseosa Pepsi 1 L,Pepsi,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502775967,Gaseosa Guarana Fanta 2 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392502874271,Harina Trigo Famosa 1 Kg,Famosa,Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503005343,Gelatina Frutilla Kris 230 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503038111,Gelatina Light Frutilla Kris 24 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503136415,Gelatina Limon Kris 230 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503660703,Nectar Naranja Frutss Pura Vida 2 L,Frutss,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503791775,Néctar de Durazno Del Valle 1 L,Del Valle,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503857311,Néctar de Durazno Pura Vida 2 L,Pura Vida,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392503890079,Jugo Del Valle Fresh 3 L,Del Valle,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504053919,Jugo de Manzana Ades 1 L,Ades,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504119455,Jugo Del Valle Manzana 1 L,Del Valle,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504250527,Refresco Pilfrut Manzana 800 Ml,Pil,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504283295,Refresco Pilfrut Naranja 200 Ml,Pil,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504381599,Refresco Pilfrut Piña 200 Ml,Pil,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504447135,Mantequilla Light Regia 450 G,Regia,Mantequilla,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504479903,Dulce de Leche Pil 250 G,Pil,Dulce de Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504610975,Leche Deslactosada Larga Vida Pil 800 Ml,Pil,Leche Deslactosada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504676511,Leche Soy Chocolate Pil 946 Ml,Soy,Leche de Soya,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504807583,Yogurt Frutilla Bolsa Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392504971423,Leche Light Deslactosada Pil 800 ml,Pil,Leche Deslactosada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505135263,Leche Delizia 946 ml,Delizia,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505200799,Mantequilla Sin Sal Pil 200 Gr,Pil,Mantequilla,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505561247,Leche Light Pil 946 Ml,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505626783,Leche Chocolate Delizia 140 Ml,Delizia,Leche de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392505856159,Yogurt Coco Pil Bolsa 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392506019999,Yogurt Pil Frutilla Botella 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392506282143,Leche Entera en Polvo Instantánea Pil 120 G,Pil,Leche en Polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392507134111,Toalla de Cocina Scott Duramax 116 Paños,Scott,Papel Toalla,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7392508117151,Powerade Multifrutas 990 Ml,Powerade,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508149919,Isotónico Sante Frambuesa Sport 500 Ml,Sante,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508280991,Hidratante de Fresa Santé Sport 500 Ml,Sante,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508575903,Chocolate en Polvo Chocolike Bolsa 400 G,Chocolike,Chocolate en Polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508641439,Llajua Churrasquera B&R Foods 220 G,B&R,Llajua en Frasco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392508706975,Flan de Vainilla Miki 120 G,Miki,Flan,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392509624479,Salsa para Nachos B&R Foods 360 G,B&R,Salsa para Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392509722783,Mostaza con Miel Brixy Botella 280 G,Brixy,Mostaza,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510083231,Caldo De Carne Doña Gusta 42 G,Doña Gusta,Caldo en Cubo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510148767,Mayonesa Regular Kris Doypack 230 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510214303,Mayonesa Kris 380 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510378143,Ketchup Picante Kris 410 ml,Kris,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510509215,Ketchup Kris 200 G,Kris,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510673055,Nachos De Maiz Mexican Food 800 G,Mexican Food,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510738591,Papas Fritas Lays Clasicas 185 G,Frito Lays,Papas Fritas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392510836895,Nachos Guadalajara Limón 150 G,Guadalajara,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392580272287,Aceite de Soya Selecto 900 Ml,Selecto,Aceite de Soya,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392580632735,Aceite Fino Light 900 Ml,Fino,Aceite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392580698271,"Aceite Fino Light 1,8 L",Fino,Aceite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392582369439,Arroz Caisy Grano de Oro 1 kg,Caisy,Arroz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392584532127,Jugo Aquarius Pera 500 Ml,Aquarius,Jugo de fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392584695967,Biogurt Pil Sabor Durazno 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392585384095,Café Clásico Colcafe 170 G,Colcafe,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392585449631,Cafe Iguazú Clásico 200 G,IguacÃº,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392588333215,Choclo en Lata Cajamar 280 G,Cajamar,Choclo en lata,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392588398751,Choclo en Lata Gustoso 340 G,Gustoso,Choclo en lata,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392588497055,Choclo en Lata Oderich 500 G,Oderich,Choclo en lata,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392590135455,Chocolike Sachet 1 Kg,Chocolike,Chocolate en polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392590200991,Chocolike Bote 400 G,Chocolike,Chocolate en polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392590299295,Chocolike Frutilla 400 G,Chocolike,Chocolate en polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392590889119,Gaseosa Coca - Cola Original 300 Ml,Coca Cola,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392590954655,Gaseosa Coca - Cola Original 500 Ml,Embol,Gaseosa Coca - Cola 500 Ml,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392596557983,Edulcorante Dulcero Clásico 250 Ml,Dulzero,Despensa y Conservas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392596885663,Gaseosa Fanta Naranja 300 Ml,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392596951199,Gaseosa Fanta Naranja 500 Ml,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392597180575,Fernet Branca 750 Ml,D&M,Fernet Branca,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7392600981663,Galleta Frac Chocolate 130 G,Costa,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392601047199,Galleta Frac Clasica 132 G,Costa,Galleta de chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392601112735,Galleta Frac Vainilla 273 G,Costa,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392601145503,Galleta Frac Vainilla 130 G,Costa,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392605307039,Leche de Soya Frutilla Soy 946 Ml,Soy,Leche de Soya,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392605765791,Leche Fresca Natural Pil UHT 900 Ml,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392606060703,Leche de Frutlla Pil 946 ml,Pil,Leche de Frutilla,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392607240351,Mantequilla con Sal Pil 200 G,Pil,Mantequilla con Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392607305887,Mantequilla con Sal Pil 100 G,Pil,Mantequilla con Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392607436959,Margarina Regia 410 G,Regia,Margarina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392607666335,Margarina Reyna 425 Gr,Pil,Margarina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392608452767,Gaseosa Mendocina Papaya 3 Lt,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392608485535,Gaseosa Mendocina Papaya 2 L,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392608616607,Mermelada de Durazno Arcor 454 Gr,Arcor,Mermelada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392610222239,Nachos Doritos 200 G,Doritos,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392610287775,Nachos Mexican Food 200 G,Mexican Food,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392612712607,Pan Frances Por Unidad,Fidalga,Pan Frances,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392613040287,Pan Molde Victoria 580 G,Victoria,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392617693343,Patito Detergente Limon 150 G,Patito,Detergente de Ropa,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7392617955487,Picadillo de Carne Safra 90 G,Safra,Picadillo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392618021023,Pilfrut Durazno 200 Ml,Pil,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392618086559,Pilfrut Manzana 200 Ml,Pil,Jugo de Fruta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392622608543,Servilleta de Papel Perlita 500 Unid,Perlita,Servilletas,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7392623427743,Servilletas de Papel Perlita 40 U,Perlita,Servilletas,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7392623591583,Servilletas de Papel Scott 500 U,Scott,Servilletas,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7392623657119,Servilletas de Papel Super Absorbentes Scott 100 U,Scott,Servilletas,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7392626639007,Toddy Original 370 G,Toddy,Chocolate en Polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392627916959,Vital Agua Sin Gas 990 Ml,Vital,Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392627982495,Vital Agua Sin Gas 3 Lt,Vital,Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392628736159,Yogurt Batidito Frutado Pil 90 G,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392628801695,Yogurt Durazno Delizia 2 L,Delizia,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392628899999,Yogurt Frutilla Delizia 2 L,Delizia,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392628965535,Yogurt Frutilla Pil 200 G,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7392629325983,Yogurt Light Durazno Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436941590687,Azucar Guabira de 1 K,Guabira,Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436941787295,Harina Famosa 1 K,Famosa,Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942049439,Leche Saborizada Chiqui Frutilla 140 Ml,Pil,Leche Saborizada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942344351,Leche Natural Larga Vida Purita 950 Ml,Purita,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942409887,Jugo del Manzana Del Valle 200 Ml,Del Valle,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942475423,Jugos de Durazno Del Valle 200 Ml,Del Valle,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942508191,Powerade Multifrutas 473 Ml,Powerade,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942540959,Azúcar Aguaí Morena de 1 kg,Aguai,Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942606495,Azúcar Morena Guabira  1 kg,Guabira,Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942672031,Caldo de Gallina Doña Gusta 42 G,Doña Gusta,Caldo de Gallina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942704799,Agua Saborizada Aquarius Pomelo 300 Ml,Aquarius,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942770335,Azucar Guabira de 5 Kl,Guabira,Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942835871,Gelatina de Frutilla Yeli 120 G,Yeli,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942868639,Cuñape Abizcochado San Javier 200 G,San Javier,CuÃ±ape Abizcochado,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436942934175,Jugo de Pera Aquarius 300 Ml,Aquarius,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943032479,Gelatina de Frambuesa Yeli 110 G,Yeli,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943098015,Powerade Mora Azul de 990 ml,Powerade,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943130783,Papel Higienico Clasico Nacional 12 Uni,Nacional,Papel Higienico,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436943163551,Cerveza Paceña Pilsener Lata 269 ML,CBN,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436943327391,Jugo Fresh de Naranja Del Valle 300 Ml,Del Valle,Jugo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943360159,Powerade Mora Azul 473 Ml,Powerade,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943458463,Agua Saborizada Aquarius Pomelo 500 Ml,Aquarius,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943491231,Agua Sin Gas Vital 6 Lt,Vital,Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943589535,Servilleta de Papel Scott 50 U,Scott,Servilleta,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
