id_producto,producto,proveedor,categoria,Govt Cat.,,,,,,,,,,,,,,
7436943655071,Red Bull Energy Drink 250 Ml,Red Bull,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943687839,Leche Deslactosada Delizia UHT 800 Ml,Delizia,Leche Deslactosada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943720607,Leche Bonle de 900 ml,Bonle,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943786143,Antisarro Ola Maximus 550 Ml,Ola,Antisarro,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436943851679,Gaseosa Pepsi 3 L,Pepsi,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943884447,Gelatina de Piña Yeli 110 G,Yeli,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436943917215,Nectar de Durazno Del Valle de 300 ml,Del Valle,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944146591,Agua sin Gas Vital 350 Ml,Vital,Agua sin Gas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944179359,Gaseosa Fanta Guarana 500 Ml,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944212127,Leche con Avena Pil 800 Ml,Pil,Leche con Avena,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944310431,Leche de Vainilla Soy Pil 946 Ml,Pil,Leche de Vainilla,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944343199,Caldo de Costilla Doña Gusta 42 G,DoÃ±a Gusta,Caldo de Costilla,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944441503,Jugo de Pomelo Aquarius 3 Lt,Aquarius,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944801951,Gelatina de Cereza Light Kris 24 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944834719,Limonada con Gas La Cabaña de 2 Lt,La cabaÃ±a,Limonada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944933023,Huevo Grande Colonia Pirai 12 Uni,Pirai,Huevo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436944998559,Agua Tonica Mendocina de 1 Lt,Mendocina,Agua Tonica,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436945096863,Biogurt Frutilla Pil de 1 L,Pil,Biogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436945195167,Pate Higado de Pollo Sofia 200 G,Sofia,Higado de Pollo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436945227935,Enciende Brasa La Guardia,La Guardia,Enciende Brasa,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436945424543,Gaseosa Fanta Papaya 500 Ml,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436945948831,Gaseosa Guarana Antartica 3 L,Antartica,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436945981599,Gatorade Cool Blue 500 Ml,Gatorade,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946014367,Agua con Gas Mendocina 1 Lt,Mendocina,Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946047135,Yerba Mate Buen Dia,Buen Dia,Yerba Mate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946210975,Jugo Del Valle Fresh Citrus 2 Lt,Del Valle,Jugo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946407583,Mostaza Kris 200 G,Kris,Mostaza,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946440351,Gatorade Frutas Tropicales 500 Ml,Tropic,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946669727,Nectar de Manzana Frutts Pura Vida de 2 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946735263,Galleta Hogareña Salvado Arcor 200 G,HogareÃ±a,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946768031,Pudin de Chocolate Kris 113 G,Kris,Pudin,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946800799,Gaseosa Sprite 3 L,Sprite,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946833567,Galleta de Chocolate Wafer Mabels 46 G,Mabels,Galleta de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436946899103,Leche Light Delizia 946 Ml,Delizia,Leche Light,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947030175,Nectar de Durazno Frutts Pura Vida  3 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947062943,Yogurt Bebible de Mora Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947095711,Cereal Chocapic 250 G,Chocapic,Cereal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947128479,Jugo de Durazno Del Valle 2 Lt,Del Valle,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947161247,Leche Deslactosada de Chocolate Pil 800 Ml,Pil,Leche Deslactosada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947194015,Yogurt de Durazno Pil de 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947226783,Antigrasa Ola Maximus 890 Ml,Ola,Antigrasa,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436947292319,Palitos Integrales Bread King,Bread King,Palitos Integrales,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947325087,Pilfrut de Frutilla 200 Ml,Pil,Pilfrut,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947423391,Gaseosa Fanta Guarana 3 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947488927,Leche Deslactosada de Frutilla Pil 800 Ml,Pil,Leche Deslactosada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947521695,Agua con Gas Mendocina 600 Ml,Mendocina,Agua con Gas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947619999,Durazno al Jugo Gustoso 820 G,Gustoso,Durazno al Jugo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947652767,Te con Canela Windsor 20 Uni,Windsor,Te con Canela,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947718303,Mate de Manzanilla Windsor 20 Uni,Windsor,Mate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947914911,Gaseosa Fanta Mandarina 500 Ml,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436947947679,Carbon La Guardia 4 K,La Guardia,Carbon,Vivienda y Servicios Básicos,,,,,,,,,,,,,,
7436948177055,Vino Tinto Kohlberg 750 Ml,Kohlberg,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436948209823,Agua con Gas Mendocina 2 Lt,Mnedocina,Agua con Gas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436948439199,Cerveza Zero Grau Conti de 269 ML,Conti,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436948471967,Hamburguesa Fridosita de Res Fridosa 166 G,Fridosa,Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436948635807,Sal Lobos de 125 G,Lobos,Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436948766879,Gaseosa Coca Cola Sin  Azúcar 2 L,Coca Cola,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436948963487,Gaseosa Guarana Mendocina 1 L,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949094559,Mostaza Kris de 500 gr,Kris,Mostaza,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949160095,Servilletas de Papel Nacional 500 Uni,Nacional,Servilleta,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436949422239,Gaseosa Fanta Mandarina de 2 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949520543,Gaseosa Piña Mendocina 1 L,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949586079,Sopa sabor Carne de Res Maruchan Ramen 85 G,Maruchan Ramen,Sopa Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949749919,Gaseosa Fanta Papaya 3 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949782687,Gaseosa Fanta 2 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436949815455,Ciclon Energy Drink 500 Ml,Ciclon,Rehidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950012063,Ciclon Energy Drink 350 Ml,Ciclon,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950110367,Mayonesa Kris Doypack de 1 Kg,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950143135,Te con Canela Windsor 50 Uni,Windsor,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950175903,Cafe Gourmet Iguacu 50 G,Iguacu,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950208671,Jugo de Manzana Del Valle de 2 Lt,Del Valle,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950241439,Detergente en Polvo Hortencia Surf 800 G,Surf,Detergente,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436950306975,Azucar Morena Unagro de 1 K,Unagro,Azucar Morena,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950438047,Gelatina de Piña Light Kris 24 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950601887,Jabon Antibacterial Bolívar 210 Gr,Bolivar,Jabon,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436950732959,Jabon Blanco Brillante Uno 220 G,Uno,Jabon,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436950765727,Gaseosa Fanta de 3 L,Fanta,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436950798495,Te con Canela y Clavo de Olor Windsor 64 Uni,Windsor,Te con Canela,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951126175,Doritos sabor Queso Frito Lay 47 G,Frito Lay,Doritos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951191711,Pañuelo Mentolado Triple Hoja Elite 6 Uni,Elite,Pañuelo,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436951322783,Papel Toalla Multiuso Nacional 2 Uni,Nacional,Papel Toalla,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436951388319,Cafe Iguazu 50 G,Iguazu,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951519391,Gaseosa Papaya Mendocina de 1 L,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951552159,Super Sal Lobos 250 G,Lobos,Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951715999,Gaseosa Sprite Sin Azúcar 2 L,Sprite,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436951945375,Gomitas de Dientes Mogul Arcor 150 G,Arcor,Gomitas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436952109215,Leche Instantanea Pil de 760 G,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436952174751,Nectar de Manzana Del Valle 300 Ml,Del Valle,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436952404127,Mate de Manzanilla Windsor 100 Uni,Windsor,Mate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436952436895,Hamburguesa de Res en Tubo FrIdosita de 83 G 12 Uni,Fridosa,Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436952502431,Servilleta de Papel Elite 100 Uni,Elite,Servilleta,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436952600735,Sopa Instantánea de Carne Picante Ajinomen 85 G,Ajinomoto,Sopa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436953256095,Néctar de Piña Pura Vida Frutts de 2 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436953452703,Energizante de Frutilla Activade 600 Ml,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954108063,Hamburguesa Clásica de Pollo Sofia de 83 G 2 Uni,Sofia,Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954599583,Energizante de Frambuesa Activade  600 Ml,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954632351,Te Clasico Windsor de 20 Uni,Windsor,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954665119,Galleta Wafer Mabels Dulce de Leche 100 Gr,Nestlé,Galleta Wafer,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954796191,Galleta Clásica Costa Frac 273 Gr,Costa,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954828959,Galleta de Frutilla Wafer Mabels 46 G,Mabels,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436954992799,Jugo Del Valle Fresh Citrus de 500 Ml,Del Valle,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436955025567,Nectar de Manzana Frutts Pura Vida 3 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436955287711,Nectar de Tumbo Frutts Pura Vida 2 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436955418783,Energizante Monster Energy 473 Ml,Monster,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436955615391,Limpia Vidrio Todo Brillo 900 Ml,Todo Brillo,Limpia Vidrio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436955975839,Nissin Ramen sabor Pollo 85 G,Nissin,Sopa Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956008607,Super Papitas Picante 20 G,Super Papitas,Papas Friras,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956270751,Aceitunas Verdes Del Bono  140 G,Del Bono,Aceituna,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956401823,Energizante Black 330 Ml,Black,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956500127,Palito de Sesamo Bread King,Bread King,Palito de Sesamo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956926111,Ketchup Kris de 400 G,Kris,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436956958879,Gelatina Light de Naranja Kris 24 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436957057183,Super Sal Lobos 500 G,Lobos,Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436957122719,Pañuelo Desechable Mentolado Elite de 6 Uni,Elite,Pañuelos Deséchales,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436957384863,Galleta de Mantequilla Club Social 234 G,Club Social,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436957515935,Agua sin Gas Villa Santa 2 Lt,Villa Santa,Agua sin Gas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436957548703,Agua Natural Sante 600 Ml,Sante,Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958105759,Nectar de Manzana Del Valle 3 Lt,Del Valle,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958138527,Aceituna Etiqueta Verde Del Bono 220 G,Del Bono,Aceitunas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958498975,Nectar de Durazno Del Valle 3 Lt,Del Valle,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958695583,Gaseosa Papaya Mendocina 330 Ml,Mendocina,Gaseosas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436958793887,Cerveza Burguesa 473 ML,Burguesa,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436958826655,Esponjas Multiuso Bristar de 4 Uni,Bristar,Esponjas,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436959285407,Galleta sabor Dulce de Leche Wafer Mabels 46 G,Mabels,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959318175,Sopa Instantanea de Pollo Maruchan 85 G,Maruchan,Sopa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959383711,Galleta sabor Fresa Waffer Bauduco 140 Gr,Bauducco,Galletas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959449247,Papa Fritas Congelada Simplot 700 G,Simplot,Papas Fritas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959514783,Detergente en Polvo Perfecto Resultados Skip de 2 K,Skip,Detergente,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436959711391,Flan sabor Vainilla Kris 60 G,Kris,Flan,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436959809695,Galleta Rellena de Limón Mana Arcor 165 Gr,Arcor,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436960006303,Gaseosa Manzana Simba 2 L,Simba,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436960268447,Gaseosa Guarana Mendocina de 330 Ml,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436960366751,Nectar de Manzana Pura Vida Frutts 500 Ml,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436960399519,Papel Higienico Doble Hoja Esencias Scott 4 Uni,Scott,Papel Higienico,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436960432287,Antigrasa Ola Maximus 890 Ml,Ola,Antigrasa,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436960694431,Toddy Original 800 Kg,Toddy,Chocolate en Polvo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436960759967,Nachos con Chile y Limon Guadalajara 150 G,Guadalajara,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961218719,Sopa Instantanea Carne Nissin Ramen 85 G,Nissin Ramen,Sopa Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961251487,Harina Leudante Princesa 1 K,Princesa,Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961644703,Gaseosa Cola Mendocina 1 L,Mendocina,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961677471,Jugo de Manzana Frut All de 200 ml,Frutt All,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961743007,Gaseosa Piña Simba 2 L,Simba,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961775775,Mostaza Kris de 400 gr,Kriss,Mostaza,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961808543,Te de Canela y Clavo de Olor Ceylan 20 Uni,Ceylan,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436961841311,Cocoa Celinda 160 G,Celinda,Cocoa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962070687,Pollo Relleno Sofia en Caja,Sofia,Pollo Relleno,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962168991,Cereal Zucaritas Kelloggs 420 G,Kelloggs,Cereal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962201759,Silpancho de Res en Caja Sofia,Sofia,Silpancho de Res,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962234527,Crema de Champiñones Kris 78 G,Kris,Crema de ChampiÃ±ones,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962660511,Papel Higiénico Classic Celeste Nacional 24 Uni,Nacional,Papel Higienico,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436962693279,Jugo de Tampico Citrus Punch de 2.5 Lt,Citrus,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962758815,Doritos Fritos Lays 110 G,Frito Lays,Doritos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436962922655,Limpia Baños Ola Maximus 890 Ml,Ola,Limpia BaÃ±os,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436963053727,Endulzante Liquido Dietetico Si Diet 600 Ml,Si Dietetico,Endulcorante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436963152031,Galleta Wafer Mabels Limón 100 Gr,Nestle,Galleta Wafer,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436963643551,Sal Parrillera Lobos 750 G,Lobos,Sal,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436963807391,Avena Instantanea Princesa 800 G,Princesa,Avena Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436963872927,Pasta Dental Xtra Whitening Pepsodent 130 G,Pepsodent,Pasta Dental,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7436964036767,Avena Instanea La Suprema 500 G,La Suprema,Avena Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436964102303,Masticable de Ositos Mogul Arcor 30 G,Arcor,Masticable,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436964167839,Crema de Esparragos Kris 75 G,Kris,Crema de Esparrago,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436964200607,Galleta de Chocolate Waffer Bauducco 140 G,Bauducco,Galleta,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436964233375,Harina Leudante Famosa 1 K,Famosa,Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436964331679,Pepinillos al Vinagre Yacobs 370 Gr,Yacobs,Pepinillo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965216415,Detergente en Polvo Perfect White Skip de 2 K,Skip,Detergente en Polvo,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436965281951,Desinfectante Floral Ola Aromatic 1.8 Lt,Ola,Desinfectante,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436965445791,Almidon de Maiz Maizena 500 G,Maizena,Almidon de Maiz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965478559,Te con Canela y Clavo de Olor Windsor de 130 Uni,Windsor,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965642399,Nectar de Guayaba Pura Vida Frutss 2 Lt,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965675167,Cerveza Zero Conti 473 ML,Conti,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436965707935,Te Canela y Clavo Windsor 20 Uni,Windsor,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965871775,Galleta Cremosita Relleno Vainilla 360 Gr,Nestlé,Galleta Wafer,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436965970079,Milanesa de Pollo Sofia  4 Uni,Sofia,Milanesa de Pollo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436966494367,Vino Tinto Campo de Solana 750 Ml,Campo de Solana,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436966756511,Sopa de Fideo con Pollo Maggi 70 G,Maggi,Sopa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436966985887,Galleta Cremosita Relleno Frutilla 360 Gr,Nestlé,Galleta Wafer,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967018655,Azúcar La Belgica 5 K,La Belgica,Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967051423,Lasaña Precocida Carozzi 360 G,Carozzi,LasaÃ±a,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967149727,Margarina Regia de 850 G,Regia,Margarina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967510175,Nectar de Durazno Pura Vida Frutts Pil 500 Ml,Pura Vida,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967674015,Atun al Aceite Van Camps 354 G,Van Camps,Atun,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967706783,Gaseosa Papaya Salvietti de 3 L,Salvietti,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436967739551,Avena Instantanea La Suprema 400 G,La Suprema,Avena Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436968099999,Sopa de Pollo con Arroz Maggi 70 Gr,Maggi,Sopa de Pollo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436968296607,Nectar de Manzana Frut All 1 Lt,Frutt All,Jugo de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436968329375,Cerveza Burguesa Lata 350 ML,Burguesa,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436968362143,Cerveza Pilsener Potosina 355 ML,Potosina,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
7436968984735,Aji Panca Picante Sibarita 85 Gr,Aji Picante,Sibarita,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436969017503,Trigo Pelado El Cocinero 400 G,El Cocinero,Trigo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436969083039,Mate de Trimate Windsor 50 Uni,Windsor,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7436969509023,Toalla de Papel Reutilizable Antibacterial Duramax Scott de 1 Uni,Scott,Toalla de Papel,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
