fecha,id_producto,precio,oferta
2025-01-01,1082,21.9,0
2025-01-01,1090,22.5,0
2025-01-01,1104,21.9,0
2025-01-01,1112,21.9,0
2025-01-01,1120,21.9,0
2025-01-01,1139,21.9,0
2025-01-01,1155,21.9,0
2025-01-01,1163,25.0,0
2025-01-01,1557,27.5,0
2025-01-01,1606,39.5,0
2025-01-01,1621,38.0,0
2025-01-01,1623,38.0,0
2025-01-01,1624,23.6,0
2025-01-01,1625,23.6,0
2025-01-01,1626,6.0,0
2025-01-01,1628,6.2,0
2025-01-01,1629,19.5,0
2025-01-01,1655,7.7,0
2025-01-01,1656,7.5,0
2025-01-01,1657,7.5,0
2025-01-01,1659,11.8,0
2025-01-01,1661,11.8,0
2025-01-01,1714,15.5,0
2025-01-01,1715,15.5,0
2025-01-01,1731,10.5,0
2025-01-01,1734,52.0,0
2025-01-01,1747,22.0,0
2025-01-01,1758,18.0,0
2025-01-01,1767,16.0,0
2025-01-01,1799,130.0,0
2025-01-01,1800,64.0,0
2025-01-01,1801,12.0,0
2025-01-01,1825,62.9,0
2025-01-01,1826,31.2,0
2025-01-01,1831,13.5,0
2025-01-01,1832,19.0,0
2025-01-01,1833,19.0,0
2025-01-01,1834,19.0,0
2025-01-01,1844,12.0,0
2025-01-01,1849,7.5,0
2025-01-01,1851,9.3,0
2025-01-01,1864,31.2,0
2025-01-01,1867,255.0,0
2025-01-01,1870,31.0,0
2025-01-01,1880,31.0,0
2025-01-01,1883,76.0,0
2025-01-01,1891,75.0,0
2025-01-01,1905,315.0,0
2025-01-01,1906,315.0,0
2025-01-01,1908,419.0,0
2025-01-01,1971,15.5,0
2025-01-01,2640,39.8,0
2025-01-01,2677,16.0,0
2025-01-01,2718,21.0,0
2025-01-01,3265,48.5,0
2025-01-01,3270,77.0,0
2025-01-01,3705,135.0,0
2025-01-01,3744,88.0,0
2025-01-01,3751,9.5,0
2025-01-01,3757,14.7,0
2025-01-01,3760,9.5,0
2025-01-01,3794,12.0,0
2025-01-01,3808,12.0,0
2025-01-01,3824,12.0,0
2025-01-01,3871,80.0,0
2025-01-01,3873,80.0,0
2025-01-01,3883,12.0,0
2025-01-01,4795,18.0,0
2025-01-01,4797,18.0,0
2025-01-01,4928,9.3,0
2025-01-01,4944,9.3,0
2025-01-01,5026,22.5,0
2025-01-01,5035,60.0,0
2025-01-01,5070,39.9,0
2025-01-01,5088,7.5,0
2025-01-01,5114,14.0,0
2025-01-01,5118,8.5,0
2025-01-01,5126,4.7,0
2025-01-01,5132,20.0,0
2025-01-01,5156,24.0,0
