date,data_source,cpi,Alimentos y Bebidas No Alcohólicas,Bebidas Alcohólicas y Tabaco,"Muebles, Bienes y Servicios Domésticos",Bienes y Servicios Diversos,Prendas de Vestir y Calzado
2024-09-09,2024_09.csv,105.92978294655855,105.3691395779281,104.1281356026229,105.05928922022422,108.5899248944472,107.22422267668446
2024-09-10,2024_09.csv,105.9275027251736,105.36563222935548,104.1281356026229,105.05928922022422,108.5899248944472,107.22422267668446
2024-09-11,2024_09.csv,105.93895825382238,105.38528462884497,104.1281356026229,105.04558360247795,108.5899248944472,107.22422267668446
2024-09-12,2024_09.csv,105.90954586276379,105.39582618018093,104.1281356026229,104.65696202231612,108.59988205459544,107.22422267668446
2024-09-13,2024_09.csv,105.93331481923916,105.39307552443599,104.1281356026229,104.87198720528633,108.64025252533817,107.22422267668446
2024-09-14,2024_09.csv,105.80520144177414,105.31732797817688,103.44554815106943,104.62603474355868,108.25893900828716,107.22422267668446
2024-09-15,2024_09.csv,105.89539326549658,105.40196451565738,103.47079831308851,104.93714318489823,108.29928289867306,107.22422267668446
2024-09-16,2024_09.csv,105.8936952225084,105.39935265143663,103.47079831308851,104.93714318489823,108.29928289867306,107.22422267668446
2024-09-17,2024_09.csv,105.8936952225084,105.39935265143663,103.47079831308851,104.93714318489823,108.29928289867306,107.22422267668446
2024-09-18,2024_09.csv,105.9685894445496,105.51370018039454,103.47079831308851,104.94194159177606,108.3000459516501,107.22422267668446
2024-09-19,2024_09.csv,106.00905491258152,105.56166713520494,103.47079831308851,105.01526986639193,108.31853614993022,107.22422267668446
2024-09-20,2024_09.csv,106.02309067496914,105.58145556206537,103.55472161520728,105.01526986639193,108.31853614993022,107.22422267668446
2024-09-21,2024_09.csv,106.0327048756131,105.59587705461954,103.55472161520728,105.01774328201294,108.31853614993022,107.22422267668446
2024-09-22,2024_09.csv,105.99713423887673,105.53792754648099,103.55472161520728,105.03957117073503,108.31853614993022,107.22422267668446
2024-09-23,2024_09.csv,106.0030965017941,105.54709846930051,103.55472161520728,105.03957117073503,108.31853614993022,107.22422267668446
2024-09-24,2024_09.csv,106.0030965017941,105.54709846930051,103.55472161520728,105.03957117073503,108.31853614993022,107.22422267668446
2024-09-25,2024_09.csv,106.00266652381389,105.56180745424764,103.55472161520728,105.03957117073503,108.23504760904616,107.22422267668446
2024-09-26,2024_09.csv,106.04893807889225,105.63203863149455,103.55472161520728,105.03957117073503,108.24016404817826,107.22422267668446
2024-09-27,2024_09.csv,106.04506135584171,105.6260756056465,103.55472161520728,105.03957117073503,108.24016404817826,107.22422267668446
2024-09-28,2024_09.csv,106.08517017229632,105.6667915116752,103.55472161520728,105.14537297639228,108.26890972464508,107.22422267668446
2024-09-29,2024_09.csv,106.08252329308228,105.6667915116752,103.55472161520728,105.1134773454229,108.27248062470763,107.22422267668446
2024-09-30,2024_09.csv,106.30738081469931,106.00355313260204,103.64006839507914,105.1134773454229,108.31199230988717,107.22422267668446
2024-10-01,2024_10.csv,106.30738081469931,106.00355313260204,103.64006839507914,105.1134773454229,108.31199230988717,107.22422267668446
2024-10-02,2024_10.csv,107.01069860503901,106.94359281875695,104.43585595520791,105.39643199939707,108.7614759305942,107.22422267668446
2024-10-03,2024_10.csv,107.20552983403591,106.98948980492688,104.6973018655063,105.73767933858393,109.83470272516088,107.22422267668446
2024-10-04,2024_10.csv,107.31523063110991,107.03219980655413,104.84125048129414,106.15516295776845,110.16628072862554,107.22422267668446
2024-10-05,2024_10.csv,107.34842861305322,107.0844407127125,104.84125048129414,106.13492439324983,110.17618531295699,107.22422267668446
2024-10-06,2024_10.csv,107.34259240345884,107.07546368025181,104.84125048129414,106.13492439324983,110.17618531295699,107.22422267668446
2024-10-07,2024_10.csv,107.41418994682387,107.08847177256068,104.84125048129414,106.13492439324983,110.70372321625214,107.22422267668446
2024-10-08,2024_10.csv,107.41038933755918,107.08847177256068,104.84125048129414,106.09549307212872,110.70372321625214,107.22422267668446
2024-10-09,2024_10.csv,107.5867823871209,107.35758121932835,104.87426454262383,106.09549307212872,110.71188782293311,107.22422267668446
2024-10-10,2024_10.csv,107.58697748429182,107.35720000336033,104.88211838248752,106.09549307212872,110.71467312323921,107.22422267668446
2024-10-11,2024_10.csv,107.58697748429182,107.35720000336033,104.88211838248752,106.09549307212872,110.71467312323921,107.22422267668446
2024-10-12,2024_10.csv,107.35947964465488,107.03898539377725,104.68570374309876,106.34652827382288,110.36314574192322,107.22422267668446
2024-10-13,2024_10.csv,107.41713823967756,107.0540143739412,104.68570374309876,106.83102274113212,110.37308472685935,107.22422267668446
2024-10-14,2024_10.csv,107.41247236431994,107.07166772371839,104.68570374309876,106.8595884300021,110.21520834536909,107.22422267668446
2024-10-15,2024_10.csv,107.5336998893294,107.2513319694148,104.68570374309876,106.92375816117273,110.2004864375637,107.22422267668446
2024-10-16,2024_10.csv,107.5336998893294,107.2513319694148,104.68570374309876,106.92375816117273,110.2004864375637,107.22422267668446
2024-10-17,2024_10.csv,107.59037286345658,107.31993455223663,104.62568299065337,106.97920777654527,110.26369489943208,107.22422267668446
2024-10-18,2024_10.csv,107.60682586261856,107.3547771235103,104.62568299065337,106.9561415851002,110.23047685747072,107.22422267668446
2024-10-19,2024_10.csv,107.6144938701211,107.36659681473793,104.62568299065337,106.95597256799746,110.23047685747072,107.22422267668446
2024-10-20,2024_10.csv,107.61130630778895,107.39667415745159,104.62568299065337,106.7212431209002,110.22949828551724,107.22422267668446
2024-10-21,2024_10.csv,107.59519171263938,107.41996155048952,104.62568299065337,106.7212431209002,109.96836919273304,107.22422267668446
2024-10-22,2024_10.csv,107.59519171263938,107.41996155048952,104.62568299065337,106.7212431209002,109.96836919273304,107.22422267668446
2024-10-23,2024_10.csv,107.65062612992662,107.50522863272506,104.62568299065337,106.7212431209002,109.96836919273304,107.22422267668446
