date,la_paz_cpi,cochabamba_cpi,santa_cruz_cpi,cpi
2025-05-19,122.40321,123.363483,123.361501,122.98721892178833
2025-05-20,122.416132,123.393978,123.382818,123.00703707910372
2025-05-21,122.989072,123.864711,123.740966,123.47103975393446
2025-05-22,123.493498,124.469036,123.867624,123.83821133881449
2025-05-23,123.70337,124.658552,124.408481,124.1813922472729
2025-05-24,123.848335,124.830118,124.676158,124.38241657134151
2025-05-25,123.941316,124.907772,124.92231,124.53594161219846
2025-05-26,124.119428,125.122312,125.220996,124.7711357713842
2025-05-27,124.137081,125.159321,125.254955,124.79931219236397
2025-05-28,125.117787,126.496418,125.909779,125.71412089280454
2025-05-29,125.284863,127.053582,125.92494,125.89399394436185
2025-05-30,126.615677,128.035289,126.193187,126.71631056464562
2025-05-31,126.863444,128.055788,126.365502,126.88862583204963
2025-06-01,127.221757,128.900944,128.316776,128.00216196518707
2025-06-02,127.599765,128.761205,128.427041,128.16852906637033
2025-06-03,128.456907,129.834595,128.84067,128.88375914000318
2025-06-04,128.456907,129.834595,128.84067,128.88375914000318
2025-06-05,128.456907,129.834595,128.84067,128.88375914000318
2025-06-06,128.456907,129.834595,128.84067,128.88375914000318
2025-06-07,128.456907,129.834595,128.84067,128.88375914000318
2025-06-08,128.456907,129.834595,128.84067,128.88375914000318
2025-06-09,128.456907,129.834595,128.84067,128.88375914000318
2025-06-10,128.456907,129.834595,128.84067,128.88375914000318
2025-06-11,129.245225,130.624343,131.193374,130.3211286846524
2025-06-12,129.245225,130.624343,131.193374,130.3211286846524
2025-06-13,129.51438,130.796278,131.313017,130.50938795644106
2025-06-14,129.540238,130.808721,131.333156,130.53026752076542
2025-06-15,129.621638,130.958924,131.955606,130.84941802774154
2025-06-16,129.676932,131.040154,131.979104,130.89656541493096
2025-06-17,129.704379,131.053368,132.006246,130.92112029752536
2025-06-18,129.85264,131.298355,132.125292,131.07606034368592
2025-06-19,130.011258,131.491026,132.20739,131.20956125904405
2025-06-20,130.276915,131.889105,132.298405,131.42852273622452
2025-06-21,130.297529,131.8716,132.302691,131.4349583329176
2025-06-22,130.367403,131.917697,132.335634,131.4848963745261
2025-06-23,130.407722,131.931955,132.351996,131.5102161165857
2025-06-24,130.398502,131.842286,132.350774,131.4886808725101
2025-06-25,131.27337,132.644425,132.402741,132.0081477817493
2025-06-26,131.379133,132.653237,132.543491,132.1095817481422
2025-06-27,131.924026,133.250835,132.664102,132.48875998250355
2025-06-28,131.965695,133.347108,132.752765,132.5605282410484
2025-06-29,131.99281,133.375852,133.110412,132.72503621267688
2025-06-30,132.024265,133.436487,133.136493,132.75993253355733
2025-07-01,132.515391,133.870886,134.545096,133.62052693636915
2025-07-02,132.998934,133.907506,134.576898,133.82988427185126
2025-07-03,133.780035,134.794697,134.591324,134.31364843417938
2025-07-04,133.799025,135.13994,134.592071,134.38846736565364
2025-07-05,133.808089,135.16436,134.584409,134.39357869041294
2025-07-06,133.720654,135.105818,135.238504,134.61928122118277
2025-07-07,133.72259,135.128142,135.228669,134.6202972299803
2025-07-08,133.967501,135.341225,135.572639,134.90010490862647
2025-07-09,134.012951,135.357443,135.575111,134.92205120429492
2025-07-10,134.054925,135.432861,135.606848,134.966278310585
2025-07-11,134.074066,135.379873,135.935906,135.099930945287
2025-07-12,134.352769,135.391579,135.95863,135.22059524956836
2025-07-13,134.406988,135.705393,135.927011,135.28965816183864
2025-07-14,134.410305,135.724503,135.950836,135.30454888313278
2025-07-15,134.424509,135.289276,135.973352,135.23487057220396
2025-07-16,134.379681,135.432849,136.004015,135.25795819031083
2025-07-17,134.535587,135.442703,135.976997,135.3096234204491
2025-07-18,134.537247,135.497442,135.645586,135.1834678585246
2025-07-19,134.561375,135.904491,135.725332,135.30506724315927
2025-07-20,134.685575,135.871353,135.772952,135.36693588564435
2025-07-21,134.709441,135.989792,135.79775,135.40956498045418
2025-07-22,134.735211,136.044748,135.995685,135.51240547866456
2025-07-23,134.850512,136.088142,136.047817,135.5875370473764
2025-07-24,134.822529,136.139475,136.066151,135.59417435931374
2025-07-25,134.845222,136.145682,136.08143,135.61058925313242
2025-07-26,134.86291,136.234092,136.063816,135.62737906659243
2025-07-27,134.958202,136.233898,136.080052,135.67133140408401
2025-07-28,134.962204,136.235774,136.074513,135.6709635069605
2025-07-29,135.048574,136.374748,136.054578,135.7234688132725
2025-07-30,135.143988,136.435954,136.116895,135.79851001180188
2025-07-31,135.226713,136.495619,136.204049,135.87859096939363
2025-08-01,134.927641,136.104768,136.185868,135.6781748862291
2025-08-02,134.926889,136.408369,136.188161,135.73782484920682
2025-08-03,134.770519,136.005822,136.194642,135.6011566166693
2025-08-04,134.770519,136.005822,136.194642,135.6011566166693
2025-08-05,134.815597,136.061512,136.205763,135.634214182819
2025-08-06,134.785582,136.013854,136.200321,135.6109617339362
2025-08-07,134.785582,136.013854,136.200321,135.6109617339362
2025-08-08,134.777697,136.011112,136.199472,135.60699400754
2025-08-09,134.777834,136.012196,136.164418,135.5927207994089
2025-08-10,134.783538,135.987226,136.196444,135.60338061876985
2025-08-11,134.783538,135.987226,136.196444,135.60338061876985
2025-08-12,134.780412,135.984965,136.1851,135.59701457344337
2025-08-13,134.912629,136.170126,136.167726,135.67748161029584
2025-08-14,134.675287,136.024768,135.895025,135.44334922699522
2025-08-15,134.755259,136.081834,135.719772,135.41302480945578
2025-08-16,134.902016,136.243323,135.788857,135.5304326894366
2025-08-17,134.817507,136.130207,135.79133,135.4764377360807
2025-08-18,134.811272,136.121857,135.790549,135.47205362147605
2025-08-19,134.856104,136.103052,135.930399,135.54392559768687
2025-08-20,134.967488,136.245061,136.036606,135.65911339683532
2025-08-21,134.979804,136.290535,136.128902,135.71104123524282
2025-08-22,135.032848,136.328733,136.096721,135.72585644318755
2025-08-23,135.298099,136.604779,136.221858,135.9350977128063
2025-08-24,135.298099,136.604779,136.221858,135.9350977128063
2025-08-25,135.353853,136.648558,136.283914,135.9911383690136
2025-08-26,135.348644,136.648273,136.278131,135.9866481105545
2025-08-27,135.356806,136.697812,136.315766,136.0150730024553
2025-08-28,135.428549,136.76147,136.34449,136.0674043910234
2025-08-29,135.428312,136.720145,136.382179,136.07491200286444
2025-08-30,135.669563,136.938875,136.360638,136.2028032498752
2025-08-31,135.669563,136.938875,136.360638,136.2028032498752
2025-09-01,135.585306,136.844448,136.268187,136.11317193504118
2025-09-02,135.590931,136.848178,136.264009,136.11436326855537
2025-09-03,135.642503,136.855671,136.361413,136.17637742943975
2025-09-04,135.520539,136.800766,136.242849,136.0688537650481
2025-09-05,135.476383,136.799295,136.240646,136.05039045376185
2025-09-06,135.322846,136.669676,136.304885,135.99181586787265
2025-09-07,135.429438,136.854607,136.275332,136.05716868656356
2025-09-08,135.490586,136.877856,136.297963,136.0949789299208
2025-09-09,135.414816,136.81165,136.312422,136.05848660265264
2025-09-10,135.346892,136.777365,136.119332,135.94519086786644
2025-09-11,134.747229,136.240005,136.123663,135.60811914728518
